"Российская Федерация, г, Москва ДТП - всего (15,10,2017-29,10,2017)";"";"";"";"";"";"";"";"";"";"";"";
"346,0";"16,10,2017";"Бирюлево Восточное";"Наезд на стоящее ТС";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"24";"700";"г Москва км МКАД 25-й ";"0,0";"1,0";"2,0";"2,0";
"347,0";"16,10,2017";"Печатники";"Столкновение";"";"0";"0";"г Москва ул Курьяновская 1-я 27 стр, 2";"1,0";"1,0";"3,0";"3,0";
"348,0";"16,10,2017";"Хамовники";"Наезд на препятствие";"";"0";"0";"г Москва наб Лужнецкая 10а";"1,0";"0,0";"1,0";"1,0";
"349,0";"16,10,2017";"Нагатино-Садовники";"Наезд на велосипедиста";"";"0";"0";"г Москва наб Нагатинская 16 К3";"0,0";"1,0";"2,0";"2,0";
"350,0";"16,10,2017";"Выхино-Жулебино";"Наезд на пешехода";"";"0";"0";"г Москва ул Привольная 13 к, 1";"0,0";"1,0";"1,0";"2,0";
"351,0";"16,10,2017";"Ломоносовский";"Столкновение";"";"0";"0";"г Москва пр-кт Ленинский 79";"0,0";"1,0";"2,0";"2,0";
"352,0";"16,10,2017";"Северное Медведково";"Столкновение";"";"0";"0";"г Москва ул Широкая 21";"0,0";"1,0";"2,0";"2,0";
"353,0";"16,10,2017";"Строгино";"Наезд на препятствие";"";"0";"0";"г Москва пр-кт Маршала Жукова 92";"0,0";"1,0";"1,0";"1,0";
"354,0";"16,10,2017";"Теплый Стан";"Наезд на пешехода";"";"0";"0";"г Москва ул Тёплый Стан 11, корп, 1";"0,0";"1,0";"1,0";"2,0";
"355,0";"16,10,2017";"Выхино-Жулебино";"Наезд на стоящее ТС";"";"0";"0";"г Москва пр-кт Лермонтовский 8 к, 1";"0,0";"2,0";"4,0";"2,0";
"356,0";"16,10,2017";"Московский";"Наезд на пешехода";"";"0";"0";"г Московский ул Солнечная 31 а";"0,0";"1,0";"1,0";"2,0";
"357,0";"16,10,2017";"Внуковское";"Столкновение";"";"0";"0";"  ";"0,0";"1,0";"3,0";"3,0";
"358,0";"16,10,2017";"Даниловский";"Наезд на пешехода";"";"0";"0";"г Москва пер Холодильный 2 6";"0,0";"1,0";"1,0";"2,0";
"359,0";"16,10,2017";"Южное Медведково";"Наезд на пешехода";"";"0";"0";"г Москва проезд Дежнёва 10";"0,0";"1,0";"1,0";"2,0";
"360,0";"16,10,2017";"Люблино";"Столкновение";"";"0";"0";"г Москва ул Белореченская 43";"0,0";"1,0";"4,0";"4,0";
"361,0";"16,10,2017";"Замоскворечье";"Столкновение";"";"0";"0";"г Москва ул Валовая 21";"0,0";"1,0";"2,0";"2,0";
"362,0";"16,10,2017";"Пресненский";"Столкновение";"";"0";"0";"г Москва ул Тестовская 10";"0,0";"1,0";"2,0";"3,0";
"363,0";"15,10,2017";"Нагатино-Садовники";"Столкновение";"";"0";"0";"г Москва ш Старокаширское 4 К1";"2,0";"2,0";"2,0";"5,0";
"364,0";"15,10,2017";"Головинский";"Наезд на пешехода";"";"0";"0";"г Москва ул Пулковская 4к1";"0,0";"1,0";"1,0";"2,0";
"365,0";"15,10,2017";"Нагатинский затон";"Падение пассажира";"";"0";"0";"г Москва пр-кт Андропова 21";"0,0";"1,0";"1,0";"2,0";
"366,0";"15,10,2017";"Таганский";"Столкновение";"";"0";"0";"г Москва ул Рогожский Вал 9 2";"0,0";"1,0";"2,0";"2,0";
"367,0";"15,10,2017";"Теплый Стан";"Столкновение";"";"0";"0";"г Москва ул Профсоюзная ул, Теплый Стан";"0,0";"2,0";"2,0";"3,0";
"368,0";"15,10,2017";"Котловка";"Наезд на пешехода";"";"0";"0";"г Москва ул Нагорная 32, корп,1";"0,0";"1,0";"2,0";"2,0";
"369,0";"15,10,2017";"Теплый Стан";"Наезд на пешехода";"";"0";"0";"г Москва ул Тёплый Стан 14 2";"0,0";"1,0";"1,0";"2,0";
"370,0";"15,10,2017";"Левобережный";"Наезд на пешехода";"";"0";"0";"г Москва ул Правобережная 1б";"0,0";"1,0";"1,0";"2,0";
"371,0";"15,10,2017";"Хамовники";"Столкновение";"";"0";"0";"г Москва проезд Лужнецкий 3";"0,0";"1,0";"2,0";"3,0";
"372,0";"15,10,2017";"Донской";"Столкновение";"";"0";"0";"г Москва ул Вавилова 3";"0,0";"2,0";"2,0";"4,0";
"373,0";"15,10,2017";"Южное Тушино";"Наезд на пешехода";"";"0";"0";"г Москва проезд Строительный 7 2";"1,0";"0,0";"1,0";"2,0";
"374,0";"15,10,2017";"Даниловский";"Столкновение";"";"0";"0";"г Москва ул Тульская Б, 13";"0,0";"3,0";"2,0";"3,0";
"375,0";"15,10,2017";"Соколиная гора";"Столкновение";"";"0";"0";"г Москва пер Семёновский 18";"0,0";"1,0";"2,0";"3,0";
"376,0";"15,10,2017";"Южное Медведково";"Наезд на пешехода";"";"0";"0";"г Москва ул Полярная 15";"1,0";"0,0";"1,0";"2,0";
"377,0";"15,10,2017";"Капотня";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"15";"300";"г Москва км МКАД 16-й ";"0,0";"1,0";"2,0";"3,0";
"378,0";"15,10,2017";"Южное Бутово";"Столкновение";"";"0";"0";"г Москва ул Адмирала Лазарева 29";"0,0";"1,0";"2,0";"2,0";
"379,0";"15,10,2017";"Южное Медведково";"Наезд на пешехода";"";"0";"0";"г Москва проезд Дежнёва 5";"0,0";"1,0";"1,0";"2,0";
"380,0";"15,10,2017";"Хорошево-Мневники";"Наезд на препятствие";"";"0";"0";"г Москва ул Мнёвники Нижн, 50";"0,0";"1,0";"1,0";"1,0";
"381,0";"15,10,2017";"Ивановское";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"2";"200";"г Москва  ";"0,0";"1,0";"2,0";"3,0";
"382,0";"15,10,2017";"Донской";"Столкновение";"";"0";"0";"г Москва ул Вавилова 5";"0,0";"1,0";"3,0";"3,0";
"383,0";"15,10,2017";"Тимирязевский";"Столкновение";"";"0";"0";"г Москва ш Дмитровское 27 кор,1";"0,0";"1,0";"2,0";"2,0";
"384,0";"15,10,2017";"Бибирево";"Столкновение";"";"0";"0";"г Москва ш Алтуфьевское 108";"0,0";"1,0";"2,0";"2,0";
"385,0";"15,10,2017";"Косино-Ухтомский";"Столкновение";"";"0";"0";"п Ухтомский ул Косинская Б, 1Г";"0,0";"2,0";"2,0";"4,0";
"386,0";"15,10,2017";"Раменки";"Столкновение";"";"0";"0";"г Москва пр-кт Ломоносовский 27";"0,0";"1,0";"2,0";"2,0";
"387,0";"15,10,2017";"Крюково";"Наезд на препятствие";"";"0";"0";"г Зеленоград пр-кт Георгиевский 2045";"0,0";"1,0";"1,0";"2,0";
"388,0";"15,10,2017";"Чертаново Южное";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"33";"0";"г Москва км МКАД 33-й ";"0,0";"1,0";"2,0";"3,0";
"389,0";"15,10,2017";"Печатники";"Столкновение";"";"0";"0";"г Москва ул Шоссейная 108";"0,0";"1,0";"3,0";"4,0";
"390,0";"15,10,2017";"Донской";"Наезд на стоящее ТС";"";"0";"0";"г Москва пр-кт Ленинский 24";"0,0";"2,0";"2,0";"3,0";
;;;;;;;;
;;;;;;;;
;;;;;;;;
