"Российская Федерация, г, Москва ДТП - всего (15,09,2017-29,09,2017)";"";"";"";"";"";"";"";"";"";"";"";
"345,0";"17,09,2017";"Нижегородский";"Столкновение";"";"0";"0";"г Москва ул Нижегородская 52";"0,0";"1,0";"3,0";"3,0";
"346,0";"17,09,2017";"Черемушки";"Столкновение";"";"0";"0";"г Москва пр-кт Нахимовский 24";"0,0";"1,0";"2,0";"2,0";
"347,0";"17,09,2017";"Кокошкино";"Наезд на препятствие";"";"0";"0";"  ";"0,0";"1,0";"1,0";"1,0";
"348,0";"17,09,2017";"Покровское-Стрешнево";"Наезд на пешехода";"";"0";"0";"г Москва ул Свободы 2";"0,0";"1,0";"1,0";"2,0";
"349,0";"17,09,2017";"Внуковское";"Наезд на пешехода";"";"0";"0";"  ";"1,0";"0,0";"1,0";"2,0";
"350,0";"17,09,2017";"Зюзино";"Наезд на пешехода";"";"0";"0";"г Москва ул Юшуньская М, 6, корп, 1";"0,0";"1,0";"1,0";"2,0";
"351,0";"16,09,2017";"Гольяново";"Наезд на препятствие";"";"0";"0";"г Москва ул Уссурийская 14";"1,0";"0,0";"1,0";"2,0";
"352,0";"16,09,2017";"Тверской";"Столкновение";"";"0";"0";"г Москва ул Бутырский Вал 7СТР2";"0,0";"1,0";"2,0";"3,0";
"353,0";"16,09,2017";"Алексеевский";"Падение пассажира";"";"0";"0";"г Москва ул Бориса Галушкина 19, к,2";"0,0";"1,0";"1,0";"2,0";
"354,0";"16,09,2017";"Чертаново Центральное";"Падение пассажира";"";"0";"0";"г Москва ул Днепропетровская 16А";"0,0";"1,0";"1,0";"2,0";
"355,0";"16,09,2017";"Гольяново";"Наезд на пешехода";"";"0";"0";"г Москва ул Хабаровская 14";"0,0";"1,0";"1,0";"2,0";
"356,0";"16,09,2017";"Бескудниковский";"Столкновение";"";"0";"0";"г Москва ш Коровинское 2 38";"0,0";"1,0";"2,0";"2,0";
"357,0";"16,09,2017";"Теплый Стан";"Наезд на стоящее ТС";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"41";"0";"г Москва км МКАД 41-й ";"0,0";"1,0";"2,0";"2,0";
"358,0";"16,09,2017";"Западное Дегунино";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"77";"0";"г Москва  ";"0,0";"1,0";"2,0";"2,0";
"359,0";"16,09,2017";"Зюзино";"Столкновение";"";"0";"0";"г Москва ул Азовская 13";"0,0";"1,0";"2,0";"2,0";
"360,0";"16,09,2017";"Рязановское";"Столкновение";"";"0";"0";"п Знамя Октября  ";"0,0";"1,0";"2,0";"2,0";
"361,0";"16,09,2017";"Московский";"Столкновение";"";"0";"0";"  ";"0,0";"2,0";"3,0";"4,0";
"362,0";"16,09,2017";"Бирюлево Восточное";"Наезд на пешехода";"";"0";"0";"г Москва ул Бирюлёвская 47 К1";"0,0";"1,0";"1,0";"2,0";
"363,0";"16,09,2017";"Орехово-Борисово Южное";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"21";"700";"г Москва км МКАД 21-й ";"0,0";"1,0";"2,0";"3,0";
"364,0";"15,09,2017";"Вешняки";"Наезд на стоящее ТС";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"5";"300";"г Москва  ";"0,0";"2,0";"2,0";"3,0";
"365,0";"15,09,2017";"Гольяново";"Столкновение";"";"0";"0";"г Москва ул Уральская 1А";"0,0";"1,0";"2,0";"3,0";
"366,0";"15,09,2017";"Строгино";"Наезд на пешехода";"";"0";"0";"г Москва ул Твардовского 4, корпус 4";"0,0";"1,0";"1,0";"2,0";
"367,0";"15,09,2017";"Северное Измайлово";"Наезд на пешехода";"";"0";"0";"г Москва ш Щёлковское 54";"0,0";"1,0";"1,0";"2,0";
"368,0";"15,09,2017";"Таганский";"Наезд на пешехода";"";"0";"0";"г Москва ул Николоямская 33";"0,0";"1,0";"1,0";"2,0";
"369,0";"15,09,2017";"Теплый Стан";"Наезд на стоящее ТС";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"41";"150";"г Москва  ";"1,0";"0,0";"2,0";"2,0";
"370,0";"15,09,2017";"Преображенское";"Падение пассажира";"";"0";"0";"г Москва ул Преображенский Вал 25";"0,0";"1,0";"1,0";"2,0";
"371,0";"15,09,2017";"Мещанский";"Столкновение";"";"0";"0";"г Москва пр-кт Мира 25";"0,0";"1,0";"4,0";"4,0";
"372,0";"15,09,2017";"Косино-Ухтомский";"Столкновение";"";"0";"0";"п Ухтомский ш Косинское МГО №9";"0,0";"1,0";"2,0";"2,0";
"373,0";"15,09,2017";"Кузьминки";"Столкновение";"";"0";"0";"г Москва ул Зеленодольская 38";"0,0";"1,0";"2,0";"2,0";
"374,0";"15,09,2017";"Отрадное";"Столкновение";"";"0";"0";"г Москва проезд Сигнальный 19";"0,0";"1,0";"2,0";"3,0";
"375,0";"15,09,2017";"Соколиная гора";"Столкновение";"";"0";"0";"г Москва пр-кт Будённого 27";"0,0";"1,0";"2,0";"2,0";
"376,0";"15,09,2017";"Строгино";"Наезд на пешехода";"";"0";"0";"г Москва ул Кулакова 11";"0,0";"1,0";"1,0";"2,0";
"377,0";"15,09,2017";"Хорошево-Мневники";"Падение пассажира";"";"0";"0";"г Москва ул Живописная 14";"0,0";"1,0";"1,0";"2,0";
"378,0";"15,09,2017";"Соколиная гора";"Наезд на пешехода";"";"0";"0";"г Москва ш Энтузиастов 29";"1,0";"0,0";"1,0";"2,0";
"379,0";"15,09,2017";"Бибирево";"Наезд на пешехода";"";"0";"0";"г Москва ул Конёнкова 16";"0,0";"1,0";"1,0";"2,0";
"380,0";"15,09,2017";"Хамовники";"Наезд на пешехода";"";"0";"0";"г Москва ул Хамовнический Вал 40";"0,0";"1,0";"1,0";"2,0";
"381,0";"15,09,2017";"Раменки";"Столкновение";"";"0";"0";"г Москва пр-кт Вернадского 10";"0,0";"1,0";"2,0";"2,0";
"382,0";"15,09,2017";"Ясенево";"Падение пассажира";"";"0";"0";"г Москва ул Тарусская 3 А,";"0,0";"1,0";"1,0";"2,0";
"383,0";"15,09,2017";"Гольяново";"Столкновение";"";"0";"0";"г Москва ш Щёлковское 25 15";"0,0";"2,0";"3,0";"5,0";
"384,0";"15,09,2017";"Вешняки";"Столкновение";"";"0";"0";"г Москва ул Реутовская 14";"0,0";"1,0";"2,0";"3,0";
"385,0";"15,09,2017";"Бабушкинский";"Наезд на пешехода";"";"0";"0";"г Москва ул Енисейская 22 корп, 2";"0,0";"1,0";"1,0";"2,0";
"386,0";"15,09,2017";"Бирюлево Западное";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"29";"0";"г Москва  ";"0,0";"1,0";"2,0";"3,0";
"387,0";"15,09,2017";"Строгино";"Наезд на пешехода";"";"0";"0";"г Москва ул Таллинская 19";"0,0";"1,0";"1,0";"2,0";
"388,0";"15,09,2017";"Ново-Переделкино";"Столкновение";"";"0";"0";"г Москва ш Боровское 31";"0,0";"1,0";"2,0";"2,0";
"389,0";"15,09,2017";"Марфино";"Столкновение";"";"0";"0";"г Москва ул Ботаническая М, 2";"0,0";"5,0";"2,0";"5,0";
"390,0";"15,09,2017";"Люблино";"Наезд на пешехода";"";"0";"0";"г Москва ул Верхние Поля 36к1";"0,0";"1,0";"1,0";"2,0";
"391,0";"15,09,2017";"Московский";"Столкновение";"";"0";"0";"  ";"0,0";"2,0";"3,0";"4,0";
"392,0";"15,09,2017";"Чертаново Северное";"Столкновение";"";"0";"0";"г Москва ш Варшавское 99А";"0,0";"1,0";"2,0";"2,0";
"393,0";"15,09,2017";"Хорошево-Мневники";"Столкновение";"";"0";"0";"г Москва ул Маршала Тухачевского 50";"0,0";"1,0";"2,0";"2,0";
"394,0";"15,09,2017";"Матушкино";"Столкновение";"";"0";"0";"г Зеленоград пр-кт Генерала Алексеева 6А";"0,0";"2,0";"2,0";"3,0";
"395,0";"15,09,2017";"Даниловский";"Столкновение";"";"0";"0";"г Москва ул Тульская Б, 10";"0,0";"1,0";"3,0";"3,0";
"396,0";"15,09,2017";"Орехово-Борисово Северное";"Наезд на пешехода";"";"0";"0";"г Москва проезд Шипиловский 12";"0,0";"1,0";"1,0";"2,0";
"397,0";"15,09,2017";"Бирюлево Восточное";"Столкновение";"";"0";"0";"г Москва ул Бирюлёвская 35";"0,0";"1,0";"2,0";"2,0";
"398,0";"15,09,2017";"Орехово-Борисово Южное";"Наезд на пешехода";"";"0";"0";"г Москва ш Каширское 146 К1";"1,0";"0,0";"1,0";"2,0";
"399,0";"15,09,2017";"Ховрино";"Иной вид ДТП";"";"0";"0";"г Москва ул Лавочкина 40 49";"0,0";"1,0";"1,0";"2,0";
"400,0";"15,09,2017";"Бирюлево Восточное";"Падение пассажира";"";"0";"0";"г Москва ул Михневская 19 К1";"0,0";"1,0";"1,0";"2,0";
"401,0";"15,09,2017";"Марьина роща";"Столкновение";"";"0";"0";"г Москва ш Старомарьинское 23";"0,0";"1,0";"2,0";"2,0";
"402,0";"15,09,2017";"Южное Тушино";"Столкновение";"";"0";"0";"г Москва проезд Строительный 7";"0,0";"1,0";"2,0";"2,0";
"403,0";"15,09,2017";"Свиблово";"Столкновение";"";"0";"0";"п Свиблово ул Снежная 4";"0,0";"1,0";"2,0";"2,0";
"404,0";"15,09,2017";"Северное Медведково";"Столкновение";"";"0";"0";"г Москва ул Осташковская 22";"0,0";"1,0";"2,0";"2,0";
"405,0";"15,09,2017";"Останкинский";"Наезд на пешехода";"";"0";"0";"г Москва ул Академика Королева 12";"0,0";"1,0";"1,0";"2,0";
"406,0";"15,09,2017";"Щукино";"Столкновение";"";"0";"0";"г Москва ул Маршала Рыбалко 2";"0,0";"1,0";"2,0";"3,0";
"407,0";"15,09,2017";"Ломоносовский";"Падение пассажира";"";"0";"0";"г Москва пр-кт Ленинский 89 2";"0,0";"1,0";"1,0";"2,0";
"408,0";"15,09,2017";"Южное Бутово";"Столкновение";"";"0";"0";"г Москва ул Южнобутовская 143";"0,0";"2,0";"2,0";"3,0";
"409,0";"15,09,2017";"Замоскворечье";"Столкновение";"";"0";"0";"г Москва наб Садовническая 79";"0,0";"3,0";"2,0";"4,0";
;;;;;;;;
;;;;;;;;
;;;;;;;;
