"Российская Федерация, г, Москва ДТП - всего (29,11,2017-13,12,2017)";"";"";"";"";"";"";"";"";"";"";"";
"173,0";"06,12,2017";"Покровское-Стрешнево";"Наезд на пешехода";"";"0";"0";"г Москва ш Волоколамское 65";"0,0";"1,0";"1,0";"2,0";
"174,0";"06,12,2017";"Фили-Давыдково";"Столкновение";"";"0";"0";"г Москва ул Минская 7";"0,0";"1,0";"2,0";"2,0";
"175,0";"06,12,2017";"Северное Измайлово";"Наезд на пешехода";"";"0";"0";"г Москва ш Щёлковское 54";"0,0";"1,0";"1,0";"2,0";
"176,0";"06,12,2017";"Замоскворечье";"Наезд на пешехода";"";"0";"0";"г Москва ул Татарская 3";"0,0";"1,0";"1,0";"2,0";
"177,0";"06,12,2017";"Бирюлево Восточное";"Столкновение";"";"0";"0";"г Москва ул Липецкая 10 К1";"0,0";"1,0";"3,0";"3,0";
"178,0";"06,12,2017";"Бирюлево Восточное";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"28";"0";"г Москва  ";"0,0";"1,0";"3,0";"3,0";
"179,0";"06,12,2017";"Северное Тушино";"Столкновение";"";"0";"0";"г Москва ул Вилиса Лациса 30, к, 1";"0,0";"1,0";"3,0";"2,0";
"180,0";"06,12,2017";"Отрадное";"Наезд на пешехода";"";"0";"0";"г Москва б-р Северный 3";"0,0";"1,0";"1,0";"2,0";
"181,0";"06,12,2017";"Ивановское";"Наезд на стоящее ТС";"";"0";"0";"г Москва ш Энтузиастов 88";"0,0";"2,0";"2,0";"4,0";
"182,0";"06,12,2017";"Гольяново";"Наезд на пешехода";"";"0";"0";"г Москва ул Курганская 4к1";"0,0";"1,0";"1,0";"2,0";
"183,0";"06,12,2017";"Отрадное";"Столкновение";"";"0";"0";"г Москва ш Алтуфьевское 87";"0,0";"1,0";"2,0";"3,0";
"184,0";"06,12,2017";"Сокольники";"Столкновение";"";"0";"0";"г Москва наб Русаковская 1";"0,0";"1,0";"2,0";"3,0";
"185,0";"06,12,2017";"Ломоносовский";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Ленинский 70 11";"0,0";"1,0";"1,0";"2,0";
"186,0";"06,12,2017";"Преображенское";"Наезд на пешехода";"";"0";"0";"г Москва ш Открытое 24к11";"0,0";"1,0";"1,0";"2,0";
"187,0";"06,12,2017";"Коньково";"Наезд на пешехода";"";"0";"0";"г Москва ул Островитянова 25";"0,0";"1,0";"1,0";"2,0";
"188,0";"05,12,2017";"Котловка";"Наезд на пешехода";"";"0";"0";"г Москва ул Ремизова 17 А";"0,0";"1,0";"1,0";"2,0";
"189,0";"05,12,2017";"Ломоносовский";"Наезд на пешехода";"";"0";"0";"г Москва ул Крупской 4, корпус 3";"0,0";"1,0";"1,0";"2,0";
"190,0";"05,12,2017";"Гольяново";"Наезд на пешехода";"";"0";"0";"г Москва ул Алтайская 17к1";"0,0";"1,0";"1,0";"2,0";
"191,0";"05,12,2017";"Ивановское";"Наезд на пешехода";"";"0";"0";"г Москва ул Молостовых 5";"0,0";"1,0";"1,0";"2,0";
"192,0";"05,12,2017";"Московский";"Столкновение";"М-3 Украина Москва - Калуга - Брянск - граница с Украиной (основное направление)";"36";"0";"  ";"1,0";"1,0";"2,0";"3,0";
"193,0";"05,12,2017";"Таганский";"Наезд на пешехода";"";"0";"0";"г Москва ул Таганская 44";"1,0";"0,0";"1,0";"2,0";
"194,0";"05,12,2017";"Фили-Давыдково";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Кутузовский 59";"0,0";"1,0";"1,0";"2,0";
"195,0";"05,12,2017";"Роговское поселение";"Столкновение";"А-130 Москва - Малоярославец - Рославль - граница с Республикой Белоруссия (основное направление)";"77";"0";"  ";"0,0";"3,0";"2,0";"3,0";
"196,0";"05,12,2017";"Ново-Переделкино";"Наезд на препятствие";"";"0";"0";"г Москва ш Боровское 13А";"0,0";"2,0";"2,0";"4,0";
"197,0";"05,12,2017";"Щаповское поселение";"Столкновение";"";"0";"0";"д Сатино-Татарское  ";"0,0";"1,0";"2,0";"3,0";
"198,0";"05,12,2017";"Московский";"Столкновение";"М-3 Украина Москва - Калуга - Брянск - граница с Украиной (основное направление)";"24";"900";"  ";"0,0";"2,0";"2,0";"3,0";
"199,0";"05,12,2017";"Хамовники";"Наезд на пешехода";"";"0";"0";"г Москва ул Пироговская Б, 6";"0,0";"1,0";"1,0";"2,0";
"200,0";"05,12,2017";"Южное Бутово";"Наезд на пешехода";"";"0";"0";"г Москва ул Академика Семёнова 91, корп, 2";"0,0";"1,0";"1,0";"2,0";
"201,0";"05,12,2017";"Бирюлево Западное";"Столкновение";"";"0";"0";"г Москва ул Подольских Курсантов 36";"0,0";"2,0";"2,0";"4,0";
"202,0";"05,12,2017";"Бибирево";"Наезд на пешехода";"";"0";"0";"г Москва ш Алтуфьевское 83";"0,0";"1,0";"1,0";"2,0";
"203,0";"05,12,2017";"Северный";"Столкновение";"";"0";"0";"г Москва ш Дмитровское 182 А";"0,0";"1,0";"2,0";"2,0";
"204,0";"05,12,2017";"Лосиноостровский";"Наезд на пешехода";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"91";"600";"г Москва  ";"0,0";"2,0";"3,0";"4,0";
"205,0";"05,12,2017";"Москворечье-Сабурово";"Столкновение";"";"0";"0";"г Москва ш Каширское 31 СТР16";"0,0";"1,0";"2,0";"3,0";
"206,0";"05,12,2017";"Нагатинский затон";"Наезд на пешехода";"";"0";"0";"г Москва ул Судостроительная 15 СТР2";"0,0";"1,0";"1,0";"2,0";
"207,0";"05,12,2017";"Донской";"Наезд на пешехода";"";"0";"0";"г Москва проезд Михайловский Верхн, 2-й 2";"0,0";"1,0";"1,0";"2,0";
"208,0";"05,12,2017";"Нагатинский затон";"Столкновение";"";"0";"0";"г Москва пр-кт Андропова 13 32";"1,0";"1,0";"2,0";"2,0";
"209,0";"05,12,2017";"Котловка";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Севастопольский 15, корпус 3";"0,0";"1,0";"1,0";"2,0";
"210,0";"04,12,2017";"Соколиная гора";"Столкновение";"";"0";"0";"г Москва пр-кт Будённого 49";"0,0";"1,0";"2,0";"2,0";
"211,0";"04,12,2017";"Измайлово";"Столкновение";"";"0";"0";"г Москва ш Измайловское 75";"0,0";"1,0";"2,0";"3,0";
"212,0";"04,12,2017";"Северное Измайлово";"Наезд на пешехода";"";"0";"0";"г Москва ш Щёлковское 60";"0,0";"1,0";"1,0";"2,0";
"213,0";"04,12,2017";"Басманный";"Наезд на пешехода";"";"0";"0";"г Москва б-р Покровский 3 СТР1";"0,0";"1,0";"1,0";"2,0";
"214,0";"04,12,2017";"Марушкинское";"Столкновение";"";"0";"0";"д Большое Свинорье  ";"0,0";"3,0";"3,0";"5,0";
"215,0";"04,12,2017";"Отрадное";"Столкновение";"";"0";"0";"г Москва ш Алтуфьевское ВЛ, 2";"0,0";"1,0";"2,0";"2,0";
"216,0";"04,12,2017";"Пресненский";"Наезд на пешехода";"";"0";"0";"г Москва ул Красная Пресня 12";"0,0";"1,0";"1,0";"2,0";
"217,0";"04,12,2017";"Пресненский";"Наезд на пешехода";"";"0";"0";"г Москва ул Пресненский Вал 7";"0,0";"1,0";"1,0";"2,0";
"218,0";"04,12,2017";"Алтуфьевский";"Наезд на стоящее ТС";"";"0";"0";"г Москва проезд Путевой 2";"0,0";"1,0";"2,0";"2,0";
"219,0";"04,12,2017";"Ивановское";"Наезд на пешехода";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"2";"800";"г Москва км МКАД 3-й ";"0,0";"1,0";"1,0";"2,0";
"220,0";"04,12,2017";"Свиблово";"Наезд на пешехода";"";"0";"0";"п Свиблово ул Кольская 8";"0,0";"1,0";"1,0";"2,0";
"221,0";"04,12,2017";"Тверской";"Наезд на пешехода";"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление)";"8";"0";"г Москва ул Тверская-Ямская 1-я 29";"0,0";"1,0";"1,0";"2,0";
"222,0";"04,12,2017";"Пресненский";"Наезд на пешехода";"";"0";"0";"г Москва ул Грузинская М, 38";"0,0";"1,0";"1,0";"2,0";
"223,0";"04,12,2017";"Мещанский";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Мира 54";"0,0";"1,0";"1,0";"2,0";
"224,0";"04,12,2017";"Лианозово";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"83";"200";"г Москва  ";"0,0";"1,0";"3,0";"3,0";
"225,0";"04,12,2017";"Арбат";"Столкновение";"";"0";"0";"г Москва ул Знаменка 19";"0,0";"1,0";"2,0";"2,0";
"226,0";"04,12,2017";"Коньково";"Наезд на пешехода";"";"0";"0";"г Москва ул Введенского 24А стр2";"0,0";"1,0";"1,0";"2,0";
"227,0";"04,12,2017";"Марьина роща";"Наезд на пешехода";"";"0";"0";"г Москва пл Рижская 1";"0,0";"1,0";"1,0";"2,0";
"228,0";"04,12,2017";"Проспект Вернадского";"Наезд на пешехода";"";"0";"0";"г Москва ул Лобачевского 90";"0,0";"1,0";"1,0";"2,0";
"229,0";"04,12,2017";"Головинский";"Наезд на пешехода";"";"0";"0";"г Москва ул Онежская 20";"0,0";"1,0";"1,0";"2,0";
"230,0";"04,12,2017";"Дмитровский";"Наезд на пешехода";"";"0";"0";"г Москва ул Софьи Ковалевской 6";"0,0";"1,0";"1,0";"2,0";
"231,0";"04,12,2017";"Кунцево";"Наезд на пешехода";"";"0";"0";"г Москва ш Рублёвское 99 1";"0,0";"1,0";"1,0";"2,0";
"232,0";"04,12,2017";"Сосенское";"Наезд на препятствие";"А-130 Москва - Малоярославец - Рославль - граница с Республикой Белоруссия (основное направление)";"23";"0";"  ";"0,0";"1,0";"1,0";"1,0";
"233,0";"04,12,2017";"Лефортово";"Столкновение";"";"0";"0";"г Москва ш Андроновское 8";"1,0";"0,0";"2,0";"2,0";
"234,0";"04,12,2017";"Басманный";"Наезд на пешехода";"";"0";"0";"г Москва ул Радио 23 9, стр,1";"0,0";"1,0";"1,0";"2,0";
"235,0";"03,12,2017";"Мещанский";"Наезд на пешехода";"";"0";"0";"г Москва ул Щепкина 47";"0,0";"1,0";"1,0";"2,0";
"236,0";"03,12,2017";"Крылатское";"Столкновение";"";"0";"0";"г Москва ул Крылатская 17";"0,0";"1,0";"2,0";"3,0";
"237,0";"03,12,2017";"Можайский";"Столкновение";"";"0";"0";"г Москва ш Можайское 3";"0,0";"2,0";"3,0";"4,0";
"238,0";"03,12,2017";"Чертаново Центральное";"Столкновение";"";"0";"0";"г Москва ул Красного Маяка 2Б";"0,0";"2,0";"2,0";"4,0";
"239,0";"03,12,2017";"Северное Бутово";"Столкновение";"";"0";"0";"п Бутово ул Поляны Академика Глушко";"0,0";"2,0";"3,0";"3,0";
"240,0";"03,12,2017";"Отрадное";"Наезд на пешехода";"";"0";"0";"г Москва ш Алтуфьевское 13";"1,0";"2,0";"1,0";"4,0";
"241,0";"03,12,2017";"Тропарево-Никулино";"Столкновение";"";"0";"0";"г Москва ул Академика Анохина 56";"0,0";"1,0";"2,0";"2,0";
"242,0";"03,12,2017";"Московский";"Столкновение";"М-3 Украина Москва - Калуга - Брянск - граница с Украиной (основное направление)";"20";"0";"  ";"0,0";"1,0";"2,0";"3,0";
"243,0";"03,12,2017";"Тимирязевский";"Падение пассажира";"";"0";"0";"г Москва проезд Красностуденческий 19";"0,0";"1,0";"1,0";"2,0";
"244,0";"03,12,2017";"Кунцево";"Наезд на пешехода";"";"0";"0";"г Москва ш Рублёвское 1";"0,0";"1,0";"1,0";"2,0";
"245,0";"03,12,2017";"Новокосино";"Наезд на пешехода";"";"0";"0";"г Москва ш Носовихинское 19";"0,0";"1,0";"1,0";"2,0";
"246,0";"03,12,2017";"Орехово-Борисово Северное";"Столкновение";"";"0";"0";"г Москва ш Новоцарицынское 1 СТР23";"2,0";"3,0";"2,0";"5,0";
"247,0";"03,12,2017";"Восточное Дегунино";"Столкновение";"";"0";"0";"г Москва ш Дмитровское 107е";"0,0";"1,0";"2,0";"2,0";
"248,0";"03,12,2017";"Войковский";"Столкновение";"";"0";"0";"г Москва ул Академическая Б, 23";"0,0";"1,0";"3,0";"3,0";
"249,0";"03,12,2017";"Новофёдоровское поселение";"Столкновение";"М-3 Украина Москва - Калуга - Брянск - граница с Украиной (основное направление)";"55";"0";"  ";"0,0";"1,0";"2,0";"3,0";
"250,0";"03,12,2017";"Восточное Измайлово";"Падение пассажира";"";"0";"0";"г Москва ул Первомайская Верхн, 71к1";"0,0";"1,0";"1,0";"2,0";
"251,0";"03,12,2017";"ГУ МВД 2 СП ДПС 2 бат,";"Столкновение";"А-109 Ильинское шоссе";"5";"0";"г Москва  ";"0,0";"1,0";"3,0";"4,0";
"252,0";"03,12,2017";"ГУ МВД 2 СП ДПС 2 бат,";"Столкновение";"А-106 Рублево-Успенское шоссе";"6";"0";"г Москва  ";"0,0";"1,0";"2,0";"3,0";
"253,0";"03,12,2017";"ГУ МВД 2 СП ДПС 2 бат,";"Наезд на стоящее ТС";"А-106 Рублево-Успенское шоссе";"6";"0";"г Москва  ";"0,0";"1,0";"3,0";"3,0";
"254,0";"03,12,2017";"Тверской";"Падение пассажира";"";"0";"0";"г Москва проезд Театральный 5";"0,0";"1,0";"1,0";"2,0";
"255,0";"02,12,2017";"Нагатино-Садовники";"Наезд на препятствие";"";"0";"0";"г Москва ул Москворечье 1";"0,0";"1,0";"1,0";"1,0";
"256,0";"02,12,2017";"Очаково-Матвеевское";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"51";"10";"п Матвеевское  ";"0,0";"1,0";"2,0";"2,0";
"257,0";"02,12,2017";"Отрадное";"Наезд на пешехода";"";"0";"0";"г Москва ул Декабристов 17";"0,0";"1,0";"1,0";"2,0";
"258,0";"02,12,2017";"Савеловский";"Столкновение";"";"0";"0";"г Москва ул Бутырская 77 стр,2";"0,0";"1,0";"5,0";"5,0";
"259,0";"02,12,2017";"Замоскворечье";"Столкновение";"";"0";"0";"г Москва ул Люсиновская 27";"0,0";"1,0";"2,0";"3,0";
"260,0";"02,12,2017";"Вешняки";"Наезд на пешехода";"";"0";"0";"г Москва ул Красный Казанец 3к4";"0,0";"1,0";"1,0";"2,0";
"261,0";"02,12,2017";"Ховрино";"Наезд на пешехода";"";"0";"0";"г Москва ул Фестивальная 14";"0,0";"1,0";"1,0";"2,0";
"262,0";"02,12,2017";"Котловка";"Столкновение";"";"0";"0";"г Москва ул Дмитрия Ульянова ул, Гримау";"0,0";"2,0";"2,0";"2,0";
"263,0";"02,12,2017";"Коньково";"Наезд на пешехода";"";"0";"0";"г Москва ул Бутлерова 22";"0,0";"1,0";"1,0";"2,0";
"264,0";"02,12,2017";"Люблино";"Наезд на пешехода";"";"0";"0";"г Москва ул Люблинская 60";"1,0";"0,0";"1,0";"2,0";
"265,0";"02,12,2017";"Марьино";"Наезд на пешехода";"";"0";"0";"г Москва проезд Батайский 41";"0,0";"1,0";"1,0";"2,0";
"266,0";"02,12,2017";"Некрасовка";"Наезд на препятствие";"";"0";"0";"п Некрасовка пр-кт Защитников Москвы 14";"0,0";"1,0";"1,0";"1,0";
"267,0";"02,12,2017";"Северный";"Столкновение";"";"0";"0";"г Москва ш Дмитровское 183";"0,0";"2,0";"2,0";"3,0";
"268,0";"02,12,2017";"Филевский парк";"Наезд на пешехода";"";"0";"0";"г Москва проезд Багратионовский 5";"0,0";"1,0";"1,0";"2,0";
"269,0";"02,12,2017";"Тимирязевский";"Наезд на велосипедиста";"";"0";"0";"г Москва ш Дмитровское 11";"0,0";"1,0";"2,0";"2,0";
"270,0";"02,12,2017";"Донской";"Наезд на пешехода";"";"0";"0";"г Москва ул Шаболовка 31";"0,0";"1,0";"1,0";"2,0";
"271,0";"02,12,2017";"Марфино";"Столкновение";"";"0";"0";"г Москва ул Комдива Орлова 10";"0,0";"2,0";"2,0";"2,0";
"272,0";"02,12,2017";"Печатники";"Наезд на пешехода";"";"0";"0";"г Москва ул Шоссейная 4, кор, 3";"0,0";"1,0";"1,0";"2,0";
"273,0";"02,12,2017";"Дмитровский";"Наезд на пешехода";"";"0";"0";"г Москва ш Дмитровское 108 Б, стр, 1";"1,0";"0,0";"2,0";"2,0";
"274,0";"01,12,2017";"Ломоносовский";"Наезд на пешехода";"";"0";"0";"г Москва ул Крупской 19 17";"0,0";"1,0";"1,0";"2,0";
"275,0";"01,12,2017";"Хорошевский";"Столкновение";"";"0";"0";"г Москва б-р Ходынский 4";"0,0";"2,0";"2,0";"3,0";
"276,0";"01,12,2017";"Академический";"Падение пассажира";"";"0";"0";"г Москва ул Дмитрия Ульянова 13, корпус 1";"0,0";"1,0";"1,0";"2,0";
"277,0";"01,12,2017";"Марьино";"Наезд на пешехода";"";"0";"0";"г Москва ул Новомарьинская 14 15";"0,0";"1,0";"1,0";"2,0";
"278,0";"01,12,2017";"Западное Дегунино";"Наезд на пешехода";"";"0";"0";"г Москва ул Ангарская 25";"0,0";"1,0";"1,0";"2,0";
"279,0";"01,12,2017";"Перово";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Федеративный 26к1";"0,0";"2,0";"1,0";"3,0";
"280,0";"01,12,2017";"Коньково";"Наезд на пешехода";"";"0";"0";"г Москва ул Бутлерова 3 А";"0,0";"1,0";"1,0";"2,0";
"281,0";"01,12,2017";"Южное Тушино";"Наезд на пешехода";"";"0";"0";"г Москва ул Сходненская 16";"0,0";"1,0";"1,0";"2,0";
"282,0";"01,12,2017";"Тверской";"Наезд на пешехода";"";"0";"0";"г Москва ул Петровка 38стр1";"0,0";"1,0";"2,0";"3,0";
"283,0";"01,12,2017";"Коптево";"Наезд на пешехода";"";"0";"0";"г Москва проезд Новомихалковский 4-й 6";"0,0";"1,0";"1,0";"2,0";
"284,0";"01,12,2017";"Черемушки";"Наезд на пешехода";"";"0";"0";"г Москва ул Гарибальди 24, корпус 2";"0,0";"1,0";"1,0";"2,0";
"285,0";"01,12,2017";"Солнцево";"Наезд на пешехода";"";"0";"0";"г Москва ш Боровское 2А, к,4";"0,0";"1,0";"1,0";"2,0";
"286,0";"01,12,2017";"Гагаринский";"Столкновение";"";"0";"0";"г Москва пр-кт 60-летия Октября 8а";"0,0";"1,0";"2,0";"3,0";
"287,0";"01,12,2017";"Черемушки";"Наезд на стоящее ТС";"";"0";"0";"г Москва ул Намёткина 13, стр, А";"0,0";"1,0";"2,0";"2,0";
"288,0";"01,12,2017";"Покровское-Стрешнево";"Столкновение";"";"0";"0";"г Москва ш Волоколамское 49";"0,0";"1,0";"2,0";"3,0";
"289,0";"01,12,2017";"Сосенское";"Съезд с дороги";"";"0";"0";"  ";"0,0";"1,0";"1,0";"1,0";
"290,0";"01,12,2017";"Ивановское";"Столкновение";"";"0";"0";"г Москва ул Сталеваров 5";"0,0";"1,0";"2,0";"2,0";
"291,0";"01,12,2017";"Академический";"Наезд на пешехода";"";"0";"0";"г Москва ул Дмитрия Ульянова Вавилова";"0,0";"1,0";"1,0";"2,0";
"292,0";"01,12,2017";"Коптево";"Столкновение";"";"0";"0";"г Москва ул Михалковская 16 1";"0,0";"2,0";"2,0";"2,0";
"293,0";"01,12,2017";"Куркино";"Наезд на пешехода";"";"0";"0";"г Москва ш Новокуркинское 27";"0,0";"1,0";"1,0";"2,0";
"294,0";"01,12,2017";"Раменки";"Наезд на препятствие";"";"0";"0";"г Москва пр-кт Мичуринский 47";"0,0";"1,0";"1,0";"1,0";
"295,0";"01,12,2017";"Щукино";"Столкновение";"";"0";"0";"г Москва ул Новощукинская 11";"0,0";"1,0";"5,0";"5,0";
"296,0";"01,12,2017";"Таганский";"Столкновение";"";"0";"0";"г Москва пр-кт Волгоградский 8";"0,0";"1,0";"2,0";"3,0";
"297,0";"30,11,2017";"Черемушки";"Наезд на пешехода";"";"0";"0";"г Москва ул Цюрупы 30";"0,0";"1,0";"1,0";"2,0";
"298,0";"30,11,2017";"Богородское";"Наезд на пешехода";"";"0";"0";"г Москва пер Алымов 17к1";"0,0";"1,0";"1,0";"2,0";
"299,0";"30,11,2017";"Хамовники";"Наезд на стоящее ТС";"";"0";"0";"г Москва ул Плющиха 42";"0,0";"1,0";"2,0";"2,0";
"300,0";"30,11,2017";"Нагорный";"Столкновение";"";"0";"0";"г Москва ш Варшавское 56";"0,0";"1,0";"3,0";"4,0";
"301,0";"30,11,2017";"Савёлки";"Столкновение";"";"0";"0";"г Зеленоград ул Юности 6";"0,0";"1,0";"2,0";"2,0";
"302,0";"30,11,2017";"Михайлово-Ярцевское поселение";"Столкновение";"";"0";"0";"  ";"1,0";"0,0";"2,0";"4,0";
"303,0";"30,11,2017";"Можайский";"Наезд на пешехода";"";"0";"0";"г Москва ул Гришина 2";"0,0";"1,0";"1,0";"2,0";
"304,0";"30,11,2017";"Бескудниковский";"Падение пассажира";"";"0";"0";"г Москва ул 800-летия Москвы 4к1";"0,0";"1,0";"1,0";"2,0";
"305,0";"30,11,2017";"Дорогомилово";"Наезд на стоящее ТС";"";"0";"0";"г Москва ул Ярцевская 3";"0,0";"1,0";"3,0";"3,0";
"306,0";"30,11,2017";"Измайлово";"Наезд на пешехода";"";"0";"0";"г Москва ул Парковая 12-я 100";"0,0";"1,0";"1,0";"2,0";
"307,0";"30,11,2017";"Царицыно";"Наезд на пешехода";"";"0";"0";"г Москва ул Кантемировская 53 К1";"0,0";"1,0";"1,0";"2,0";
"308,0";"30,11,2017";"Люблино";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"11";"10";"г Москва км МКАД 12-й ";"0,0";"1,0";"2,0";"3,0";
"309,0";"30,11,2017";"Печатники";"Наезд на пешехода";"";"0";"0";"г Москва ул Шоссейная 1е";"0,0";"1,0";"1,0";"2,0";
"310,0";"30,11,2017";"Войковский";"Наезд на препятствие";"";"0";"0";"г Москва ш Ленинградское 23АК1С2";"0,0";"1,0";"1,0";"1,0";
"311,0";"30,11,2017";"Сокол";"Наезд на пешехода";"";"0";"0";"г Москва ул Панфилова 2к1";"0,0";"1,0";"1,0";"2,0";
"312,0";"30,11,2017";"Северное Измайлово";"Наезд на пешехода";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"104";"800";"г Москва  ";"0,0";"1,0";"1,0";"2,0";
"313,0";"30,11,2017";"Дорогомилово";"Столкновение";"";"0";"0";"г Москва пр-кт Кутузовский 29";"0,0";"1,0";"2,0";"2,0";
"314,0";"30,11,2017";"Северное Тушино";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"73";"300";"г Москва  ";"0,0";"1,0";"3,0";"3,0";
"315,0";"30,11,2017";"Сокольники";"Столкновение";"";"0";"0";"г Москва ул Стромынка 2";"0,0";"3,0";"2,0";"5,0";
"316,0";"30,11,2017";"Бирюлево Восточное";"Наезд на пешехода";"";"0";"0";"г Москва ул Бирюлёвская 7 СТР1";"0,0";"1,0";"1,0";"2,0";
"317,0";"30,11,2017";"Орехово-Борисово Южное";"Столкновение";"";"0";"0";"г Москва ул Генерала Белова 51 К1";"0,0";"3,0";"2,0";"5,0";
"318,0";"30,11,2017";"Ломоносовский";"Столкновение";"";"0";"0";"г Москва пр-кт Ленинский 74";"0,0";"1,0";"2,0";"2,0";
"319,0";"30,11,2017";"Восточное Дегунино";"Наезд на пешехода";"";"0";"0";"г Москва ш Дмитровское 62";"0,0";"1,0";"1,0";"2,0";
"320,0";"30,11,2017";"Раменки";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Вернадского 12 КОРПУС 4";"0,0";"1,0";"1,0";"2,0";
"321,0";"30,11,2017";"Нагорный";"Наезд на пешехода";"";"0";"0";"г Москва ш Варшавское 64 К1";"0,0";"2,0";"1,0";"2,0";
"322,0";"30,11,2017";"Сокол";"Наезд на пешехода";"";"0";"0";"г Москва ш Волоколамское 4";"0,0";"1,0";"1,0";"2,0";
"323,0";"30,11,2017";"Вешняки";"Падение пассажира";"";"0";"0";"г Москва ул Молдагуловой 20к1";"0,0";"1,0";"2,0";"3,0";
"324,0";"30,11,2017";"Тверской";"Столкновение";"";"0";"0";"г Москва ул Тверская-Ямская 3-Я 36 40";"0,0";"2,0";"3,0";"5,0";
"325,0";"29,11,2017";"Южное Бутово";"Наезд на пешехода";"";"0";"0";"г Москва проезд Проектируемый 1113-й 0";"0,0";"1,0";"1,0";"2,0";
"326,0";"29,11,2017";"Тверской";"Наезд на пешехода";"";"0";"0";"г Москва пер Лесной 2-й 4 6 кор,1";"0,0";"1,0";"1,0";"2,0";
"327,0";"29,11,2017";"Сосенское";"Столкновение";"";"0";"0";"  ";"0,0";"1,0";"2,0";"3,0";
"328,0";"29,11,2017";"Коньково";"Столкновение";"";"0";"0";"г Москва ул Профсоюзная 102 корп, 1";"0,0";"1,0";"2,0";"2,0";
"329,0";"29,11,2017";"Донской";"Столкновение";"";"0";"0";"г Москва ш Варшавское 33";"0,0";"1,0";"2,0";"2,0";
"330,0";"29,11,2017";"Косино-Ухтомский";"Наезд на пешехода";"";"0";"0";"п Ухтомский ул Лухмановская 34";"0,0";"1,0";"1,0";"2,0";
"331,0";"29,11,2017";"Гагаринский";"Столкновение";"";"0";"0";"г Москва пр-кт Ленинский 44";"0,0";"2,0";"3,0";"4,0";
"332,0";"29,11,2017";"Покровское-Стрешнево";"Наезд на пешехода";"";"0";"0";"г Москва проезд Стратонавтов 7, к, 2";"0,0";"1,0";"1,0";"2,0";
"333,0";"29,11,2017";"Лианозово";"Наезд на пешехода";"";"0";"0";"г Москва ул Илимская 10";"0,0";"1,0";"1,0";"2,0";
"334,0";"29,11,2017";"Хамовники";"Наезд на пешехода";"";"0";"0";"г Москва пер Саввинский Б, 2СТР7";"0,0";"1,0";"1,0";"2,0";
"335,0";"29,11,2017";"Филевский парк";"Наезд на стоящее ТС";"";"0";"0";"г Москва ул Василисы Кожиной 18";"0,0";"1,0";"5,0";"2,0";
"336,0";"29,11,2017";"Косино-Ухтомский";"Наезд на пешехода";"";"0";"0";"п Ухтомский ул Татьяны Макаровой 6";"0,0";"1,0";"1,0";"2,0";
"337,0";"29,11,2017";"Сокольники";"Столкновение";"";"0";"0";"г Москва просек Поперечный 17";"0,0";"1,0";"3,0";"2,0";
"338,0";"29,11,2017";"Печатники";"Столкновение";"";"0";"0";"г Москва проезд Шоссейный 14";"0,0";"2,0";"2,0";"4,0";
"339,0";"29,11,2017";"Филевский парк";"Столкновение";"";"0";"0";"г Москва ул Барклая 14";"0,0";"1,0";"2,0";"2,0";
"340,0";"29,11,2017";"Даниловский";"Наезд на пешехода";"";"0";"0";"г Москва пер Духовской 14";"0,0";"1,0";"1,0";"2,0";
"341,0";"29,11,2017";"Алексеевский";"Столкновение";"";"0";"0";"г Москва туп Николаевский 1";"0,0";"3,0";"2,0";"4,0";
"342,0";"29,11,2017";"Ломоносовский";"Наезд на пешехода";"";"0";"0";"г Москва ул Профсоюзная 34 к,1";"0,0";"1,0";"1,0";"2,0";
"343,0";"29,11,2017";"Капотня";"Столкновение";"";"0";"0";"г Москва проезд Капотнинский 1-й 12А";"0,0";"4,0";"2,0";"4,0";
"344,0";"29,11,2017";"Лианозово";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"83";"500";"г Москва  ";"0,0";"1,0";"5,0";"5,0";
;;;;;;;;
;;;;;;;;
;;;;;;;;
