"Российская Федерация, г, Москва ДТП - всего (01,09,2017-14,09,2017)";"";"";"";"";"";"";"";"";"";"";"";
"171,0";"08,09,2017";"Проспект Вернадского";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Вернадского 12Б";"0,0";"1,0";"1,0";"2,0";
"172,0";"08,09,2017";"Московский";"Наезд на пешехода";"";"0";"0";"  ";"0,0";"1,0";"1,0";"2,0";
"173,0";"08,09,2017";"Нагатинский затон";"Столкновение";"";"0";"0";"г Москва ул Новинки 8 СТР2";"0,0";"1,0";"2,0";"3,0";
"174,0";"08,09,2017";"Замоскворечье";"Наезд на препятствие";"";"0";"0";"г Москва ул Серпуховская Б, 16 15СТР2";"0,0";"1,0";"1,0";"1,0";
"175,0";"08,09,2017";"Проспект Вернадского";"Наезд на пешехода";"";"0";"0";"г Москва ул Лобачевского 88";"0,0";"1,0";"1,0";"2,0";
"176,0";"08,09,2017";"Московский";"Столкновение";"М-3 Украина Москва - Калуга - Брянск - граница с Украиной (основное направление)";"34";"0";"  ";"0,0";"1,0";"3,0";"3,0";
"177,0";"08,09,2017";"Московский";"Наезд на стоящее ТС";"М-3 Украина Москва - Калуга - Брянск - граница с Украиной (основное направление)";"26";"818";"  ";"0,0";"1,0";"2,0";"3,0";
"178,0";"08,09,2017";"Хамовники";"Наезд на стоящее ТС";"";"0";"0";"г Москва наб Пречистенская 37";"0,0";"1,0";"2,0";"2,0";
"179,0";"08,09,2017";"Теплый Стан";"Наезд на препятствие";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"44";"25";"г Москва  ";"0,0";"1,0";"2,0";"3,0";
"180,0";"08,09,2017";"Савеловский";"Наезд на стоящее ТС";"";"0";"0";"г Москва ул Бутырская 53, корп,1";"0,0";"1,0";"2,0";"2,0";
"181,0";"08,09,2017";"Очаково-Матвеевское";"Столкновение";"";"0";"0";"п Матвеевское ш Аминьевское 1";"0,0";"1,0";"3,0";"4,0";
"182,0";"08,09,2017";"Богородское";"Падение пассажира";"";"0";"0";"г Москва б-р Маршала Рокоссовского 36-1";"0,0";"1,0";"1,0";"2,0";
"183,0";"08,09,2017";"Останкинский";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Мира 111";"0,0";"1,0";"1,0";"2,0";
"184,0";"08,09,2017";"Южнопортовый";"Наезд на препятствие";"";"0";"0";"г Москва проезд Южнопортовый 2-й 15 корп, 2";"0,0";"2,0";"1,0";"2,0";
"185,0";"08,09,2017";"Новокосино";"Наезд на пешехода";"";"0";"0";"г Москва ул Суздальская 30а";"0,0";"1,0";"1,0";"2,0";
"186,0";"08,09,2017";"Ясенево";"Столкновение";"";"0";"0";"г Москва пр-кт Новоясеневский 40";"0,0";"1,0";"4,0";"4,0";
"187,0";"08,09,2017";"Тропарево-Никулино";"Столкновение";"";"0";"0";"г Москва ул Академика Анохина 13";"0,0";"1,0";"2,0";"2,0";
"188,0";"08,09,2017";"Котловка";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Севастопольский 18 А";"0,0";"2,0";"1,0";"3,0";
"189,0";"08,09,2017";"Академический";"Падение пассажира";"";"0";"0";"г Москва ул Дмитрия Ульянова 28";"0,0";"1,0";"1,0";"2,0";
"190,0";"08,09,2017";"Отрадное";"Столкновение";"";"0";"0";"г Москва ул Хачатуряна 8";"0,0";"1,0";"2,0";"2,0";
"191,0";"08,09,2017";"Очаково-Матвеевское";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"46";"150";"п Матвеевское  ";"0,0";"1,0";"2,0";"3,0";
"192,0";"08,09,2017";"Северное Тушино";"Столкновение";"";"0";"0";"г Москва ул Героев Панфиловцев 12";"0,0";"1,0";"2,0";"2,0";
"193,0";"08,09,2017";"Москворечье-Сабурово";"Столкновение";"";"0";"0";"г Москва ш Каширское 78";"0,0";"1,0";"2,0";"3,0";
"194,0";"08,09,2017";"Москворечье-Сабурово";"Наезд на пешехода";"";"0";"0";"г Москва ш Каширское 52";"0,0";"1,0";"1,0";"2,0";
"195,0";"08,09,2017";"Проспект Вернадского";"Столкновение";"";"0";"0";"г Москва ул Лобачевского 42";"0,0";"1,0";"2,0";"2,0";
"196,0";"08,09,2017";"Аэропорт";"Падение пассажира";"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление)";"8";"0";"г Москва пр-кт Ленинградский 39";"0,0";"1,0";"1,0";"2,0";
"197,0";"08,09,2017";"Бутырский";"Падение пассажира";"";"0";"0";"г Москва ул Добролюбова 11";"0,0";"1,0";"1,0";"2,0";
"198,0";"08,09,2017";"Силино";"Столкновение";"";"0";"0";"г Зеленоград ул Гоголя 34";"0,0";"1,0";"2,0";"2,0";
"199,0";"08,09,2017";"Крюково";"Столкновение";"";"0";"0";"г Зеленоград пр-кт Панфиловский 1550";"0,0";"1,0";"2,0";"2,0";
"200,0";"08,09,2017";"Бирюлево Восточное";"Опрокидывание";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"26";"0";"г Москва км МКАД 26-й 27";"0,0";"1,0";"1,0";"1,0";
"201,0";"08,09,2017";"Хамовники";"Наезд на велосипедиста";"";"0";"0";"г Москва пр-кт Комсомольский 49";"0,0";"1,0";"2,0";"2,0";
"202,0";"08,09,2017";"Крылатское";"Столкновение";"";"0";"0";"г Москва ш Рублевское 2км";"0,0";"1,0";"2,0";"2,0";
"203,0";"08,09,2017";"Братеево";"Наезд на пешехода";"";"0";"0";"г Москва ул Борисовские Пруды 10 К3";"0,0";"1,0";"1,0";"2,0";
"204,0";"07,09,2017";"Новокосино";"Столкновение";"";"0";"0";"г Москва ш Носовихинское городецкая ул";"0,0";"1,0";"3,0";"4,0";
"205,0";"07,09,2017";"Московский";"Столкновение";"М-3 Украина Москва - Калуга - Брянск - граница с Украиной (основное направление)";"27";"0";"  ";"0,0";"1,0";"2,0";"2,0";
"206,0";"07,09,2017";"Новокосино";"Наезд на велосипедиста";"";"0";"0";"г Москва ул Николая Старостина 11";"0,0";"1,0";"2,0";"2,0";
"207,0";"07,09,2017";"Рязанский";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Рязанский 71к1";"0,0";"1,0";"1,0";"2,0";
"208,0";"07,09,2017";"Дмитровский";"Наезд на препятствие";"";"0";"0";"г Москва ш Дмитровское 89к1";"0,0";"1,0";"2,0";"2,0";
"209,0";"07,09,2017";"Восточное Измайлово";"Столкновение";"";"0";"0";"г Москва ул Первомайская 128";"0,0";"1,0";"2,0";"2,0";
"210,0";"07,09,2017";"Солнцево";"Наезд на пешехода";"";"0";"0";"г Москва ул Волынская 5";"0,0";"1,0";"1,0";"2,0";
"211,0";"07,09,2017";"Пресненский";"Наезд на пешехода";"";"0";"0";"г Москва ул Баррикадная 4СТР2";"0,0";"1,0";"1,0";"2,0";
"212,0";"07,09,2017";"Сокольники";"Наезд на пешехода";"";"0";"0";"г Москва проезд Ростокинский 13";"0,0";"1,0";"1,0";"2,0";
"213,0";"07,09,2017";"Дмитровский";"Столкновение";"";"0";"0";"г Москва ш Дмитровское 157";"0,0";"1,0";"2,0";"2,0";
"214,0";"07,09,2017";"Западное Дегунино";"Столкновение";"";"0";"0";"г Москва ул Ангарская 41";"0,0";"1,0";"2,0";"2,0";
"215,0";"07,09,2017";"Ярославский";"Наезд на стоящее ТС";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"94";"500";"г Москва  ";"0,0";"2,0";"3,0";"4,0";
"216,0";"07,09,2017";"Покровское-Стрешнево";"Наезд на стоящее ТС";"";"0";"0";"г Москва ш Волоколамское 63";"0,0";"1,0";"2,0";"2,0";
"217,0";"07,09,2017";"Очаково-Матвеевское";"Столкновение";"";"0";"0";"п Матвеевское ул Рябиновая 22Астр,7";"0,0";"1,0";"2,0";"2,0";
"218,0";"07,09,2017";"Южное Бутово";"Наезд на пешехода";"";"0";"0";"г Москва ул Изюмская 47";"0,0";"1,0";"1,0";"2,0";
"219,0";"07,09,2017";"Дмитровский";"Наезд на пешехода";"";"0";"0";"г Москва ш Дмитровское 58";"0,0";"1,0";"1,0";"2,0";
"220,0";"07,09,2017";"Раменки";"Наезд на пешехода";"";"0";"0";"г Москва ул Удальцова 1к1";"0,0";"1,0";"1,0";"2,0";
"221,0";"07,09,2017";"Ивановское";"Столкновение";"";"0";"0";"г Москва ш Энтузиастов 94к2";"0,0";"2,0";"2,0";"2,0";
"222,0";"07,09,2017";"Гольяново";"Столкновение";"";"0";"0";"г Москва ш Щёлковское 33";"0,0";"1,0";"2,0";"2,0";
"223,0";"07,09,2017";"Бирюлево Восточное";"Падение пассажира";"";"0";"0";"г Москва ул Липецкая 50";"0,0";"1,0";"1,0";"2,0";
"224,0";"07,09,2017";"Донской";"Столкновение";"";"0";"0";"г Москва проезд Донской 5-й 21б";"0,0";"1,0";"2,0";"2,0";
"225,0";"07,09,2017";"Ростокино";"Столкновение";"";"0";"0";"г Москва ул Сельскохозяйственная 35 стр,1";"0,0";"1,0";"2,0";"2,0";
"226,0";"07,09,2017";"Москворечье-Сабурово";"Столкновение";"";"0";"0";"г Москва ш Каширское 70 К1";"0,0";"1,0";"2,0";"3,0";
"227,0";"07,09,2017";"Южное Бутово";"Наезд на пешехода";"";"0";"0";"г Москва ул Мелитопольская 1-я 2а";"0,0";"1,0";"1,0";"2,0";
"228,0";"07,09,2017";"Пресненский";"Наезд на пешехода";"";"0";"0";"г Москва проезд Шмитовский 18Астр1";"0,0";"1,0";"1,0";"2,0";
"229,0";"07,09,2017";"Нагатино-Садовники";"Столкновение";"";"0";"0";"г Москва ш Варшавское 49 К1";"0,0";"3,0";"5,0";"6,0";
"230,0";"07,09,2017";"Северное Тушино";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"74";"120";"г Москва  ";"0,0";"1,0";"3,0";"3,0";
"231,0";"07,09,2017";"Лианозово";"Столкновение";"";"0";"0";"г Москва ул Илимская 6";"0,0";"1,0";"2,0";"2,0";
"232,0";"06,09,2017";"Можайский";"Наезд на стоящее ТС";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"57";"100";"г Москва  ";"0,0";"1,0";"3,0";"3,0";
"233,0";"06,09,2017";"Киевский";"Столкновение";"М-3 Украина Москва - Калуга - Брянск - граница с Украиной (основное направление)";"55";"150";"  ";"0,0";"1,0";"4,0";"5,0";
"234,0";"06,09,2017";"Академический";"Наезд на пешехода";"";"0";"0";"г Москва ул Вавилова 7а";"0,0";"1,0";"1,0";"2,0";
"235,0";"06,09,2017";"Сокольники";"Падение пассажира";"";"0";"0";"г Москва ул Русаковская 26к1";"0,0";"1,0";"1,0";"2,0";
"236,0";"06,09,2017";"Марьина роща";"Столкновение";"";"0";"0";"г Москва ул Образцова 7";"0,0";"1,0";"2,0";"2,0";
"237,0";"06,09,2017";"Сокольники";"Наезд на пешехода";"";"0";"0";"г Москва ул Гастелло 41";"0,0";"1,0";"1,0";"2,0";
"238,0";"06,09,2017";"Северное Бутово";"Наезд на пешехода";"";"0";"0";"п Бутово ул Куликовская 7";"0,0";"1,0";"1,0";"2,0";
"239,0";"06,09,2017";"Матушкино";"Падение пассажира";"";"0";"0";"г Зеленоград пр-кт Генерала Алексеева 117";"0,0";"1,0";"1,0";"2,0";
"240,0";"06,09,2017";"Лианозово";"Столкновение";"";"0";"0";"г Москва ш Дмитровское 165д к,2";"0,0";"1,0";"2,0";"2,0";
"241,0";"06,09,2017";"Донской";"Наезд на пешехода";"";"0";"0";"г Москва ул Орджоникидзе 1";"0,0";"1,0";"1,0";"2,0";
"242,0";"06,09,2017";"Кунцево";"Наезд на пешехода";"";"0";"0";"г Москва ул Мякининская 4-я 27";"0,0";"1,0";"1,0";"2,0";
"243,0";"06,09,2017";"Измайлово";"Падение пассажира";"";"0";"0";"г Москва ул Первомайская 77с2";"0,0";"1,0";"1,0";"2,0";
"244,0";"06,09,2017";"Западное Дегунино";"Столкновение";"";"0";"0";"г Москва ш Дмитровское 85";"0,0";"1,0";"3,0";"3,0";
"245,0";"06,09,2017";"Свиблово";"Наезд на пешехода";"";"0";"0";"п Свиблово ул Кольская 8";"0,0";"1,0";"1,0";"2,0";
"246,0";"06,09,2017";"Лианозово";"Столкновение";"";"0";"0";"г Москва проезд Лианозовский 14 стр,1";"0,0";"1,0";"2,0";"2,0";
"247,0";"06,09,2017";"Новогиреево";"Столкновение";"";"0";"0";"г Москва ул Новогиреевская 39";"0,0";"2,0";"3,0";"5,0";
"248,0";"06,09,2017";"Измайлово";"Столкновение";"";"0";"0";"г Москва ул Первомайская 17";"0,0";"1,0";"2,0";"2,0";
"249,0";"06,09,2017";"Хорошево-Мневники";"Наезд на препятствие";"";"0";"0";"г Москва ул Хорошёвская 3-я 5";"0,0";"1,0";"1,0";"1,0";
"250,0";"06,09,2017";"Бирюлево Западное";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"32";"0";"г Москва  ";"0,0";"1,0";"4,0";"5,0";
"251,0";"06,09,2017";"Гольяново";"Наезд на стоящее ТС";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"101";"800";"г Москва  ";"0,0";"2,0";"3,0";"4,0";
"252,0";"06,09,2017";"Ростокино";"Столкновение";"";"0";"0";"г Москва ул Сельскохозяйственная 64А";"0,0";"1,0";"2,0";"2,0";
"253,0";"06,09,2017";"Дорогомилово";"Столкновение";"М-1 строящаяся Молодогвардейская транспортная развязка";"8";"0";"г Москва ш Можайское 45";"1,0";"1,0";"2,0";"2,0";
"254,0";"06,09,2017";"Строгино";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"64";"0";"г Москва  ";"0,0";"1,0";"3,0";"4,0";
"255,0";"06,09,2017";"ГУ МВД 2 СП ДПС 2 бат,";"Столкновение";"М-9 Балтия Москва - Волоколамск - граница с Латвийской Республикой";"19";"0";"г Москва  ";"0,0";"1,0";"2,0";"2,0";
"256,0";"06,09,2017";"Даниловский";"Наезд на пешехода";"";"0";"0";"г Москва ул Автозаводская 12 К1";"0,0";"1,0";"1,0";"2,0";
"257,0";"06,09,2017";"Орехово-Борисово Северное";"Столкновение";"";"0";"0";"г Москва ул Маршала Захарова 13 К1";"0,0";"1,0";"2,0";"2,0";
"258,0";"06,09,2017";"Выхино-Жулебино";"Столкновение";"";"0";"0";"г Москва ул Ферганская 6 к2";"0,0";"1,0";"2,0";"2,0";
"259,0";"06,09,2017";"Отрадное";"Столкновение";"";"0";"0";"г Москва ул Отрадная 11";"0,0";"1,0";"2,0";"2,0";
"260,0";"06,09,2017";"Пресненский";"Столкновение";"";"0";"0";"г Москва проезд Красногвардейский 1-й 13СТР9";"0,0";"1,0";"2,0";"2,0";
"261,0";"06,09,2017";"Северное Тушино";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"73";"155";"г Москва  ";"0,0";"1,0";"2,0";"3,0";
"262,0";"05,09,2017";"Гольяново";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"101";"100";"г Москва  ";"1,0";"0,0";"3,0";"3,0";
"263,0";"05,09,2017";"Фили-Давыдково";"Столкновение";"";"0";"0";"г Москва ул Минская 11, стр, 1-а";"0,0";"1,0";"2,0";"3,0";
"264,0";"05,09,2017";"Коптево";"Наезд на пешехода";"";"0";"0";"г Москва ул Приорова 18 12";"0,0";"1,0";"1,0";"2,0";
"265,0";"05,09,2017";"Щаповское поселение";"Столкновение";"";"0";"0";"с Ознобишино  58";"0,0";"1,0";"2,0";"2,0";
"266,0";"05,09,2017";"Южное Медведково";"Наезд на пешехода";"";"0";"0";"г Москва ул Полярная 1";"0,0";"1,0";"1,0";"2,0";
"267,0";"05,09,2017";"Фили-Давыдково";"Наезд на пешехода";"";"0";"0";"г Москва ул Кастанаевская 52";"0,0";"1,0";"1,0";"2,0";
"268,0";"05,09,2017";"Замоскворечье";"Столкновение";"";"0";"0";"г Москва наб Космодамианская 32-34";"0,0";"1,0";"2,0";"3,0";
"269,0";"05,09,2017";"Савеловский";"Наезд на пешехода";"";"0";"0";"г Москва ул Хуторская 2-я 18, корп,2";"0,0";"1,0";"1,0";"2,0";
"270,0";"05,09,2017";"Гагаринский";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Ленинский 72 2";"0,0";"1,0";"1,0";"2,0";
"271,0";"05,09,2017";"Нагорный";"Наезд на пешехода";"";"0";"0";"г Москва б-р Чонгарский 14 К2";"0,0";"1,0";"1,0";"2,0";
"272,0";"05,09,2017";"Москворечье-Сабурово";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Пролетарский 14А";"1,0";"0,0";"2,0";"3,0";
"273,0";"05,09,2017";"Соколиная гора";"Наезд на пешехода";"";"0";"0";"г Москва пл Семёновская 1";"0,0";"1,0";"1,0";"2,0";
"274,0";"05,09,2017";"Покровское-Стрешнево";"Наезд на пешехода";"";"0";"0";"г Москва ул Свободы 15 10";"1,0";"0,0";"1,0";"2,0";
"275,0";"05,09,2017";"Раменки";"Наезд на велосипедиста";"";"0";"0";"г Москва ш Воробьёвское 2";"0,0";"1,0";"2,0";"2,0";
"276,0";"05,09,2017";"Пресненский";"Столкновение";"";"0";"0";"г Москва проезд Шмитовский 1";"0,0";"1,0";"2,0";"3,0";
"277,0";"05,09,2017";"Бирюлево Восточное";"Наезд на стоящее ТС";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"25";"0";"г Москва км МКАД 25-й ";"1,0";"0,0";"2,0";"3,0";
"278,0";"05,09,2017";"Останкинский";"Столкновение";"";"0";"0";"г Москва ул Останкинская 1-я 1 стр,2";"0,0";"1,0";"2,0";"2,0";
"279,0";"05,09,2017";"Внуковское";"Наезд на препятствие";"";"0";"0";"  ";"0,0";"1,0";"1,0";"1,0";
"280,0";"05,09,2017";"Новогиреево";"Столкновение";"";"0";"0";"г Москва пр-кт Федеративный 13";"0,0";"1,0";"2,0";"2,0";
"281,0";"05,09,2017";"Братеево";"Наезд на пешехода";"";"0";"0";"г Москва ул Ключевая 4 К1";"1,0";"0,0";"1,0";"2,0";
"282,0";"05,09,2017";"Марьина роща";"Наезд на препятствие";"";"0";"0";"г Москва пер Новосущёвский 6 стр,2";"0,0";"1,0";"1,0";"1,0";
"283,0";"05,09,2017";"Измайлово";"Наезд на стоящее ТС";"";"0";"0";"г Москва ул Измайловского Зверинца 1-я 8";"0,0";"1,0";"3,0";"3,0";
"284,0";"05,09,2017";"Останкинский";"Столкновение";"";"0";"0";"г Москва проезд Мурманский 18";"0,0";"1,0";"2,0";"2,0";
"285,0";"05,09,2017";"Бутырский";"Столкновение";"";"0";"0";"г Москва ул Яблочкова 29Б";"0,0";"1,0";"2,0";"2,0";
"286,0";"05,09,2017";"Можайский";"Наезд на стоящее ТС";"";"0";"0";"г Москва ш Можайское 26";"1,0";"0,0";"2,0";"2,0";
"287,0";"05,09,2017";"Кунцево";"Столкновение";"";"0";"0";"г Москва ш Рублёвское 4 стр,1";"0,0";"2,0";"2,0";"2,0";
"288,0";"05,09,2017";"ГУ МВД 2 СП ДПС 2 бат,";"Столкновение";"А-109 Ильинское шоссе";"3";"350";"г Москва  ";"0,0";"2,0";"3,0";"4,0";
"289,0";"05,09,2017";"ГУ МВД 2 СП ДПС 2 бат,";"Столкновение";"А-106 Рублево-Успенское шоссе";"8";"900";"г Москва  ";"0,0";"1,0";"2,0";"2,0";
"290,0";"05,09,2017";"Останкинский";"Столкновение";"";"0";"0";"г Москва б-р Звёздный 23";"0,0";"1,0";"2,0";"3,0";
"291,0";"05,09,2017";"Басманный";"Столкновение";"";"0";"0";"г Москва наб Лефортовская 3";"0,0";"1,0";"2,0";"3,0";
"292,0";"04,09,2017";"Можайский";"Падение пассажира";"";"0";"0";"г Москва ш Можайское 48";"0,0";"1,0";"1,0";"2,0";
"293,0";"04,09,2017";"Северное Бутово";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"35";"800";"п Бутово  ";"0,0";"1,0";"3,0";"4,0";
"294,0";"04,09,2017";"Ломоносовский";"Наезд на пешехода";"";"0";"0";"г Москва ул Академика Пилюгина 14, корпус 2";"0,0";"2,0";"1,0";"3,0";
"295,0";"04,09,2017";"Митино";"Наезд на стоящее ТС";"";"0";"0";"г Москва проезд Новотушинский 10";"1,0";"0,0";"2,0";"2,0";
"296,0";"04,09,2017";"Кунцево";"Наезд на пешехода";"";"0";"0";"г Москва ул Ярцевская 25";"0,0";"1,0";"1,0";"2,0";
"297,0";"04,09,2017";"Можайский";"Наезд на пешехода";"";"0";"0";"г Москва ул Маршала Неделина 26";"0,0";"2,0";"1,0";"3,0";
"298,0";"04,09,2017";"Тимирязевский";"Наезд на препятствие";"";"0";"0";"г Москва ул Линии Октябрьской Железной Дороги 4";"0,0";"1,0";"1,0";"1,0";
"299,0";"04,09,2017";"Северное Бутово";"Столкновение";"";"0";"0";"п Бутово ул Старобитцевская 2";"0,0";"2,0";"2,0";"4,0";
"300,0";"04,09,2017";"Десёновское";"Столкновение";"";"0";"0";"  ";"0,0";"2,0";"4,0";"4,0";
"301,0";"04,09,2017";"Головинский";"Наезд на пешехода";"";"0";"0";"г Москва ул Солнечногорская 4";"0,0";"1,0";"1,0";"2,0";
"302,0";"04,09,2017";"Чертаново Южное";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"32";"800";"г Москва  ";"0,0";"2,0";"2,0";"3,0";
"303,0";"04,09,2017";"Пресненский";"Столкновение";"";"0";"0";"г Москва пер Стрельбищенский 29А";"0,0";"2,0";"3,0";"3,0";
"304,0";"04,09,2017";"Вешняки";"Наезд на пешехода";"";"0";"0";"г Москва ул Кетчерская 2к2";"0,0";"1,0";"1,0";"2,0";
"305,0";"04,09,2017";"Новогиреево";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Федеративный 42к1";"0,0";"1,0";"1,0";"2,0";
"306,0";"04,09,2017";"Очаково-Матвеевское";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"48";"100";"п Матвеевское  ";"0,0";"1,0";"2,0";"3,0";
"307,0";"04,09,2017";"Южное Тушино";"Столкновение";"";"0";"0";"г Москва ул Сходненская 19 13";"0,0";"1,0";"2,0";"2,0";
"308,0";"04,09,2017";"Строгино";"Наезд на стоящее ТС";"";"0";"0";"г Москва ул Маршала Катукова 9, корп,1";"0,0";"1,0";"2,0";"2,0";
"309,0";"04,09,2017";"Кунцево";"Наезд на стоящее ТС";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"58";"300";"г Москва  ";"0,0";"1,0";"2,0";"2,0";
"310,0";"04,09,2017";"Преображенское";"Наезд на стоящее ТС";"";"0";"0";"г Москва ул Преображенский Вал 25";"0,0";"1,0";"2,0";"2,0";
"311,0";"04,09,2017";"Донской";"Столкновение";"";"0";"0";"г Москва пр-кт Ленинский 29";"0,0";"1,0";"2,0";"3,0";
"312,0";"04,09,2017";"Южное Тушино";"Столкновение";"";"0";"0";"г Москва б-р Яна Райниса 29";"0,0";"1,0";"2,0";"2,0";
"313,0";"04,09,2017";"Басманный";"Наезд на препятствие";"Третье транспортное кольцо (внутренняя сторона)";"31";"0";"г Москва наб Лефортовская 5";"0,0";"1,0";"1,0";"2,0";
"314,0";"04,09,2017";"Хорошевский";"Наезд на пешехода";"";"0";"0";"г Москва ул Викторенко 12";"0,0";"1,0";"1,0";"2,0";
"315,0";"04,09,2017";"Бирюлево Западное";"Столкновение";"";"0";"0";"г Москва проезд Востряковский 20А";"0,0";"1,0";"3,0";"4,0";
"316,0";"04,09,2017";"Тверской";"Столкновение";"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление)";"29";"300";"г Москва ул Тверская-Ямская 1-я 20 1";"1,0";"5,0";"2,0";"6,0";
"317,0";"04,09,2017";"Южное Бутово";"Наезд на пешехода";"";"0";"0";"г Москва ул Маршала Савицкого 2";"0,0";"1,0";"1,0";"2,0";
"318,0";"04,09,2017";"Северное Тушино";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"73";"150";"г Москва  ";"0,0";"1,0";"3,0";"3,0";
"319,0";"04,09,2017";"Выхино-Жулебино";"Столкновение";"";"0";"0";"г Москва пр-кт Лермонтовский 12";"0,0";"2,0";"2,0";"2,0";
"320,0";"03,09,2017";"Коптево";"Наезд на препятствие";"";"0";"0";"г Москва ул Академическая Б, 55";"0,0";"1,0";"1,0";"1,0";
"321,0";"03,09,2017";"Люблино";"Наезд на велосипедиста";"";"0";"0";"г Москва ул Совхозная 20";"0,0";"1,0";"2,0";"2,0";
"322,0";"03,09,2017";"Таганский";"Наезд на велосипедиста";"";"0";"0";"г Москва ул Сергия Радонежского 29-31СТР1";"1,0";"1,0";"3,0";"3,0";
"323,0";"03,09,2017";"Марьино";"Столкновение";"";"0";"0";"г Москва ул Новомарьинская 12";"0,0";"2,0";"2,0";"2,0";
"324,0";"03,09,2017";"Метрогородок";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"94";"900";"г Москва  ";"0,0";"1,0";"3,0";"4,0";
"325,0";"03,09,2017";"Ясенево";"Наезд на пешехода";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"37";"50";"г Москва км МКАД 38-й ";"1,0";"1,0";"1,0";"2,0";
"326,0";"03,09,2017";"Крылатское";"Падение пассажира";"";"0";"0";"г Москва б-р Осенний 15";"0,0";"1,0";"1,0";"2,0";
"327,0";"03,09,2017";"Очаково-Матвеевское";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"47";"120";"п Матвеевское  ";"0,0";"4,0";"2,0";"5,0";
"328,0";"03,09,2017";"Новогиреево";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Федеративный 32к2";"0,0";"1,0";"1,0";"2,0";
"329,0";"03,09,2017";"Проспект Вернадского";"Столкновение";"";"0";"0";"г Москва пр-кт Вернадского 14 А";"0,0";"1,0";"2,0";"3,0";
"330,0";"03,09,2017";"Ивановское";"Наезд на стоящее ТС";"";"0";"0";"г Москва ш Энтузиастов 102";"0,0";"1,0";"2,0";"2,0";
"331,0";"03,09,2017";"Вешняки";"Наезд на препятствие";"";"0";"0";"г Москва ул Вешняковская 18Б";"0,0";"2,0";"1,0";"2,0";
"332,0";"03,09,2017";"Московский";"Столкновение";"М-3 Украина Москва - Калуга - Брянск - граница с Украиной (основное направление)";"18";"900";"  ";"0,0";"1,0";"2,0";"3,0";
"333,0";"03,09,2017";"Хамовники";"Столкновение";"Третье транспортное кольцо (внешняя сторона)";"16";"0";"г Москва ул Хамовнический Вал 8";"0,0";"1,0";"2,0";"3,0";
"334,0";"03,09,2017";"Хорошевский";"Столкновение";"";"0";"0";"г Москва ул Магистральная 4-я 7 корп 2";"0,0";"1,0";"2,0";"2,0";
"335,0";"03,09,2017";"Тимирязевский";"Наезд на стоящее ТС";"";"0";"0";"г Москва ш Дмитровское 19";"0,0";"2,0";"2,0";"4,0";
"336,0";"03,09,2017";"Хорошевский";"Наезд на пешехода";"";"0";"0";"г Москва ул Полины Осипенко 16";"0,0";"1,0";"1,0";"2,0";
"337,0";"03,09,2017";"Фили-Давыдково";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Кутузовский 9 км,";"0,0";"1,0";"1,0";"2,0";
"338,0";"03,09,2017";"Старое Крюково";"Опрокидывание";"";"0";"0";"г Зеленоград ул Железнодорожная 864";"0,0";"2,0";"1,0";"2,0";
"339,0";"03,09,2017";"Головинский";"Наезд на стоящее ТС";"";"0";"0";"г Москва б-р Кронштадтский 43 корп 3";"0,0";"1,0";"3,0";"3,0";
"340,0";"03,09,2017";"Северный";"Столкновение";"";"0";"0";"г Москва ш Дмитровское 165Е, к,3";"0,0";"1,0";"2,0";"2,0";
